gid	ftype
Zm00001d008512	subgenome2_fractionated
Zm00001d008511	subgenome2_retained
Zm00001d008503	subgenome2_fractionated
Zm00001d008502	subgenome2_fractionated
Zm00001d008501	subgenome2_retained
Zm00001d008500	subgenome2_retained
Zm00001d008499	subgenome2_fractionated
Zm00001d008498	subgenome2_fractionated
Zm00001d008497	subgenome2_fractionated
Zm00001d008496	subgenome2_retained
Zm00001d008495	subgenome2_retained
Zm00001d008494	subgenome2_retained
Zm00001d008493	subgenome2_retained
Zm00001d008491	subgenome2_retained
Zm00001d008488	subgenome2_retained
Zm00001d008468	subgenome2_retained
Zm00001d008458	subgenome2_retained
Zm00001d008489	subgenome2_retained
Zm00001d008457	subgenome2_retained
Zm00001d008462	subgenome2_retained
Zm00001d008455	subgenome2_retained
Zm00001d008454	subgenome2_retained
Zm00001d008453	subgenome2_retained
Zm00001d008452	subgenome2_retained
Zm00001d008451	subgenome2_retained
Zm00001d008449	subgenome2_fractionated
Zm00001d008446	subgenome2_retained
Zm00001d008444	subgenome2_fractionated
Zm00001d008443	subgenome2_fractionated
Zm00001d008439	subgenome2_retained
Zm00001d008440	subgenome2_fractionated
Zm00001d008435	subgenome2_fractionated
Zm00001d008433	subgenome2_retained
Zm00001d008432	subgenome2_fractionated
Zm00001d008431	subgenome2_retained
Zm00001d008430	subgenome2_retained
Zm00001d008429	subgenome2_retained
Zm00001d008412	subgenome2_fractionated
Zm00001d008417	subgenome2_retained
Zm00001d008422	subgenome2_retained
Zm00001d008424	subgenome2_retained
Zm00001d008425	subgenome2_fractionated
Zm00001d008427	subgenome2_retained
Zm00001d008428	subgenome2_retained
Zm00001d008411	subgenome2_fractionated
Zm00001d008409	subgenome2_retained
Zm00001d008408	subgenome2_retained
Zm00001d008407	subgenome2_retained
Zm00001d008406	subgenome2_retained
Zm00001d008405	subgenome2_retained
Zm00001d008404	subgenome2_retained
Zm00001d008403	subgenome2_retained
Zm00001d008399	subgenome2_retained
Zm00001d008398	subgenome2_fractionated
Zm00001d008395	subgenome2_retained
Zm00001d008397	subgenome2_fractionated
Zm00001d008396	subgenome2_retained
Zm00001d008394	subgenome2_fractionated
Zm00001d008393	subgenome2_retained
Zm00001d008392	subgenome2_retained
Zm00001d008390	subgenome2_retained
Zm00001d008389	subgenome2_fractionated
Zm00001d008387	subgenome2_fractionated
Zm00001d008388	subgenome2_fractionated
Zm00001d008386	subgenome2_fractionated
Zm00001d008381	subgenome2_retained
Zm00001d008380	subgenome2_retained
Zm00001d008379	subgenome2_retained
Zm00001d008377	subgenome2_fractionated
Zm00001d008376	subgenome2_retained
Zm00001d008374	subgenome2_retained
Zm00001d008370	subgenome2_fractionated
Zm00001d008369	subgenome2_retained
Zm00001d008363	subgenome2_fractionated
Zm00001d008360	subgenome2_fractionated
Zm00001d008359	subgenome2_retained
Zm00001d008357	subgenome2_retained
Zm00001d008356	subgenome2_fractionated
Zm00001d008355	subgenome2_fractionated
Zm00001d008354	subgenome2_fractionated
Zm00001d008347	subgenome2_retained
Zm00001d008346	subgenome2_retained
Zm00001d008345	subgenome2_retained
Zm00001d008343	subgenome2_fractionated
Zm00001d008340	subgenome2_fractionated
Zm00001d008338	subgenome2_retained
Zm00001d008334	subgenome2_fractionated
Zm00001d008333	subgenome2_retained
Zm00001d008332	subgenome2_fractionated
Zm00001d008330	subgenome2_retained
Zm00001d008329	subgenome2_retained
Zm00001d008327	subgenome2_retained
Zm00001d008326	subgenome2_retained
Zm00001d008325	subgenome2_retained
Zm00001d008323	subgenome2_retained
Zm00001d008322	subgenome2_retained
Zm00001d008321	subgenome2_retained
Zm00001d008320	subgenome2_retained
Zm00001d008316	subgenome2_fractionated
Zm00001d008314	subgenome2_retained
Zm00001d008312	subgenome2_retained
Zm00001d008306	subgenome2_retained
Zm00001d008308	subgenome2_retained
Zm00001d008310	subgenome2_fractionated
Zm00001d008305	subgenome2_fractionated
Zm00001d008300	subgenome2_retained
Zm00001d008299	subgenome2_retained
Zm00001d008298	subgenome2_retained
Zm00001d008306	subgenome2_fractionated
Zm00001d008297	subgenome2_fractionated
Zm00001d008296	subgenome2_fractionated
Zm00001d008295	subgenome2_fractionated
Zm00001d008294	subgenome2_fractionated
Zm00001d008293	subgenome2_retained
Zm00001d008289	subgenome2_fractionated
Zm00001d008288	subgenome2_fractionated
Zm00001d008287	subgenome2_fractionated
Zm00001d008285	subgenome2_retained
Zm00001d008284	subgenome2_retained
Zm00001d008283	subgenome2_retained
Zm00001d008282	subgenome2_fractionated
Zm00001d008281	subgenome2_fractionated
Zm00001d008279	subgenome2_retained
Zm00001d008278	subgenome2_retained
Zm00001d008273	subgenome2_fractionated
Zm00001d008271	subgenome2_fractionated
Zm00001d008269	subgenome2_retained
Zm00001d008268	subgenome2_fractionated
Zm00001d008266	subgenome2_retained
Zm00001d008265	subgenome2_retained
Zm00001d008264	subgenome2_fractionated
Zm00001d008262	subgenome2_retained
Zm00001d008260	subgenome2_retained
Zm00001d008259	subgenome2_retained
Zm00001d008258	subgenome2_fractionated
Zm00001d008257	subgenome2_fractionated
Zm00001d008256	subgenome2_fractionated
Zm00001d008255	subgenome2_fractionated
Zm00001d008251	subgenome2_retained
Zm00001d008249	subgenome2_retained
Zm00001d008250	subgenome2_fractionated
Zm00001d008248	subgenome2_fractionated
Zm00001d008244	subgenome2_retained
Zm00001d008242	subgenome2_retained
Zm00001d008241	subgenome2_fractionated
Zm00001d008239	subgenome2_retained
Zm00001d008238	subgenome2_fractionated
Zm00001d008237	subgenome2_retained
Zm00001d008236	subgenome2_retained
Zm00001d008227	subgenome2_retained
Zm00001d008235	subgenome2_fractionated
Zm00001d008233	subgenome2_retained
Zm00001d008230	subgenome2_retained
Zm00001d008229	subgenome2_retained
Zm00001d008228	subgenome2_retained
Zm00001d008221	subgenome2_fractionated
Zm00001d008226	subgenome2_fractionated
Zm00001d008224	subgenome2_retained
Zm00001d008223	subgenome2_fractionated
Zm00001d008222	subgenome2_fractionated
Zm00001d008219	subgenome2_fractionated
Zm00001d008218	subgenome2_retained
Zm00001d008216	subgenome2_retained
Zm00001d008215	subgenome2_retained
Zm00001d008214	subgenome2_fractionated
Zm00001d008210	subgenome2_retained
Zm00001d008209	subgenome2_fractionated
Zm00001d008208	subgenome2_retained
Zm00001d008206	subgenome2_retained
Zm00001d008205	subgenome2_retained
Zm00001d008203	subgenome2_retained
Zm00001d008201	subgenome2_retained
Zm00001d008200	subgenome2_retained
Zm00001d008199	subgenome2_fractionated
Zm00001d008196	subgenome2_retained
Zm00001d008194	subgenome2_retained
Zm00001d008190	subgenome2_retained
Zm00001d008189	subgenome2_fractionated
Zm00001d008187	subgenome2_retained
Zm00001d008179	subgenome2_fractionated
Zm00001d008178	subgenome2_retained
Zm00001d008177	subgenome2_retained
Zm00001d008177	subgenome2_fractionated
Zm00001d008176	subgenome2_retained
Zm00001d008175	subgenome2_fractionated
Zm00001d008174	subgenome2_fractionated
Zm00001d008173	subgenome2_retained
Zm00001d008171	subgenome2_fractionated
Zm00001d009055	subgenome2_fractionated
Zm00001d009057	subgenome2_retained
Zm00001d009060	subgenome2_fractionated
Zm00001d009063	subgenome2_retained
Zm00001d009066	subgenome2_retained
Zm00001d009132	subgenome2_retained
Zm00001d009131	subgenome2_fractionated
Zm00001d009130	subgenome2_fractionated
Zm00001d009128	subgenome2_fractionated
Zm00001d009127	subgenome2_retained
Zm00001d009125	subgenome2_fractionated
Zm00001d009123	subgenome2_retained
Zm00001d009122	subgenome2_fractionated
Zm00001d009121	subgenome2_retained
Zm00001d009118	subgenome2_fractionated
Zm00001d009116	subgenome2_retained
Zm00001d009112	subgenome2_fractionated
Zm00001d009088	subgenome2_retained
Zm00001d009087	subgenome2_retained
Zm00001d009084	subgenome2_fractionated
Zm00001d009083	subgenome2_retained
Zm00001d009081	subgenome2_fractionated
Zm00001d009077	subgenome2_fractionated
Zm00001d009075	subgenome2_fractionated
Zm00001d009106	subgenome2_retained
Zm00001d009110	subgenome2_fractionated
Zm00001d009108	subgenome2_retained
Zm00001d009097	subgenome2_fractionated
Zm00001d009103	subgenome2_retained
Zm00001d009074	subgenome2_fractionated
Zm00001d009071	subgenome2_retained
Zm00001d009134	subgenome2_fractionated
Zm00001d009160	subgenome2_retained
Zm00001d009156	subgenome2_fractionated
Zm00001d009152	subgenome2_retained
Zm00001d009150	subgenome2_fractionated
Zm00001d009147	subgenome2_fractionated
Zm00001d009146	subgenome2_retained
Zm00001d009140	subgenome2_retained
Zm00001d009138	subgenome2_retained
Zm00001d009161	subgenome2_retained
Zm00001d009163	subgenome2_retained
Zm00001d009167	subgenome2_retained
Zm00001d009171	subgenome2_retained
Zm00001d009177	subgenome2_retained
Zm00001d009178	subgenome2_retained
Zm00001d009224	subgenome2_fractionated
Zm00001d009222	subgenome2_fractionated
Zm00001d009221	subgenome2_retained
Zm00001d009212	subgenome2_retained
Zm00001d009211	subgenome2_retained
Zm00001d009210	subgenome2_fractionated
Zm00001d009205	subgenome2_retained
Zm00001d009202	subgenome2_fractionated
Zm00001d009198	subgenome2_fractionated
Zm00001d009196	subgenome2_fractionated
Zm00001d009193	subgenome2_retained
Zm00001d009189	subgenome2_fractionated
Zm00001d009187	subgenome2_retained
Zm00001d009186	subgenome2_retained
Zm00001d009183	subgenome2_fractionated
Zm00001d009182	subgenome2_fractionated
Zm00001d009181	subgenome2_fractionated
Zm00001d009226	subgenome2_retained
Zm00001d009230	subgenome2_fractionated
Zm00001d009231	subgenome2_fractionated
Zm00001d009233	subgenome2_fractionated
Zm00001d009236	subgenome2_retained
Zm00001d009243	subgenome2_fractionated
Zm00001d009247	subgenome2_retained
Zm00001d009248	subgenome2_retained
Zm00001d009260	subgenome2_fractionated
Zm00001d009270	subgenome2_fractionated
Zm00001d009264	subgenome2_fractionated
Zm00001d009315	subgenome2_retained
Zm00001d009312	subgenome2_retained
Zm00001d009295	subgenome2_fractionated
Zm00001d009317	subgenome2_fractionated
Zm00001d009324	subgenome2_fractionated
Zm00001d009341	subgenome2_retained
Zm00001d009349	subgenome2_retained
Zm00001d009359	subgenome2_fractionated
Zm00001d009361	subgenome2_retained
Zm00001d009364	subgenome2_retained
Zm00001d009364	subgenome2_fractionated
Zm00001d009374	subgenome2_fractionated
Zm00001d009373	subgenome2_fractionated
Zm00001d009374	subgenome2_retained
Zm00001d009376	subgenome2_retained
Zm00001d009391	subgenome2_retained
Zm00001d009372	subgenome2_retained
Zm00001d009387	subgenome2_retained
Zm00001d009396	subgenome2_fractionated
Zm00001d009397	subgenome2_retained
Zm00001d009398	subgenome2_fractionated
Zm00001d009399	subgenome2_retained
Zm00001d009401	subgenome2_retained
Zm00001d009402	subgenome2_fractionated
Zm00001d009403	subgenome2_retained
Zm00001d009404	subgenome2_fractionated
Zm00001d011123	subgenome2_retained
Zm00001d011132	subgenome2_retained
Zm00001d011140	subgenome2_fractionated
Zm00001d011142	subgenome2_retained
Zm00001d011143	subgenome2_retained
Zm00001d011144	subgenome2_retained
Zm00001d011145	subgenome2_retained
Zm00001d011147	subgenome2_retained
Zm00001d011150	subgenome2_retained
Zm00001d011154	subgenome2_retained
Zm00001d011155	subgenome2_retained
Zm00001d011156	subgenome2_fractionated
Zm00001d011157	subgenome2_retained
Zm00001d011158	subgenome2_fractionated
Zm00001d011159	subgenome2_retained
Zm00001d011160	subgenome2_retained
Zm00001d011162	subgenome2_fractionated
Zm00001d011164	subgenome2_fractionated
Zm00001d011167	subgenome2_fractionated
Zm00001d011168	subgenome2_fractionated
Zm00001d011174	subgenome2_retained
Zm00001d011177	subgenome2_fractionated
Zm00001d011178	subgenome2_retained
Zm00001d011179	subgenome2_fractionated
Zm00001d011180	subgenome2_retained
Zm00001d011183	subgenome2_retained
Zm00001d011185	subgenome2_retained
Zm00001d011187	subgenome2_retained
Zm00001d011188	subgenome2_retained
Zm00001d011189	subgenome2_retained
Zm00001d011190	subgenome2_fractionated
Zm00001d011192	subgenome2_retained
Zm00001d011228	subgenome2_retained
Zm00001d011226	subgenome2_fractionated
Zm00001d011225	subgenome2_retained
Zm00001d011224	subgenome2_retained
Zm00001d011223	subgenome2_retained
Zm00001d011222	subgenome2_fractionated
Zm00001d011220	subgenome2_retained
Zm00001d011217	subgenome2_retained
Zm00001d011213	subgenome2_retained
Zm00001d011212	subgenome2_retained
Zm00001d011211	subgenome2_retained
Zm00001d011204	subgenome2_fractionated
Zm00001d011208	subgenome2_fractionated
Zm00001d011210	subgenome2_fractionated
Zm00001d011210	subgenome2_retained
Zm00001d011202	subgenome2_retained
Zm00001d011199	subgenome2_fractionated
Zm00001d011198	subgenome2_retained
Zm00001d011197	subgenome2_retained
Zm00001d011195	subgenome2_retained
Zm00001d011193	subgenome2_retained
Zm00001d011231	subgenome2_retained
Zm00001d011233	subgenome2_retained
Zm00001d011236	subgenome2_fractionated
Zm00001d011237	subgenome2_fractionated
Zm00001d011238	subgenome2_fractionated
Zm00001d011239	subgenome2_fractionated
Zm00001d011241	subgenome2_retained
Zm00001d011242	subgenome2_retained
Zm00001d011243	subgenome2_fractionated
Zm00001d011245	subgenome2_retained
Zm00001d011246	subgenome2_retained
Zm00001d011252	subgenome2_retained
Zm00001d011255	subgenome2_retained
Zm00001d011256	subgenome2_retained
Zm00001d011257	subgenome2_retained
Zm00001d011258	subgenome2_retained
Zm00001d011259	subgenome2_retained
Zm00001d011262	subgenome2_retained
Zm00001d011263	subgenome2_fractionated
Zm00001d011266	subgenome2_retained
Zm00001d011268	subgenome2_retained
Zm00001d011269	subgenome2_fractionated
Zm00001d011270	subgenome2_retained
Zm00001d011272	subgenome2_retained
Zm00001d011274	subgenome2_fractionated
Zm00001d011275	subgenome2_fractionated
Zm00001d011276	subgenome2_retained
Zm00001d011277	subgenome2_fractionated
Zm00001d011278	subgenome2_retained
Zm00001d011282	subgenome2_retained
Zm00001d011283	subgenome2_retained
Zm00001d011284	subgenome2_retained
Zm00001d011285	subgenome2_retained
Zm00001d011286	subgenome2_fractionated
Zm00001d011288	subgenome2_retained
Zm00001d011297	subgenome2_retained
Zm00001d011298	subgenome2_fractionated
Zm00001d011299	subgenome2_retained
Zm00001d011300	subgenome2_fractionated
Zm00001d011301	subgenome2_fractionated
Zm00001d011302	subgenome2_retained
Zm00001d011303	subgenome2_retained
Zm00001d011304	subgenome2_retained
Zm00001d011308	subgenome2_fractionated
Zm00001d011309	subgenome2_retained
Zm00001d011311	subgenome2_fractionated
Zm00001d011312	subgenome2_retained
Zm00001d011315	subgenome2_retained
Zm00001d011314	subgenome2_retained
Zm00001d011319	subgenome2_retained
Zm00001d011321	subgenome2_retained
Zm00001d011323	subgenome2_fractionated
Zm00001d011325	subgenome2_fractionated
Zm00001d011328	subgenome2_fractionated
Zm00001d011334	subgenome2_fractionated
Zm00001d011327	subgenome2_fractionated
Zm00001d011329	subgenome2_fractionated
Zm00001d011330	subgenome2_retained
Zm00001d011331	subgenome2_retained
Zm00001d011334	subgenome2_retained
Zm00001d011335	subgenome2_fractionated
Zm00001d011336	subgenome2_retained
Zm00001d011347	subgenome2_fractionated
Zm00001d011348	subgenome2_retained
Zm00001d011349	subgenome2_retained
Zm00001d011350	subgenome2_retained
Zm00001d011351	subgenome2_retained
Zm00001d011352	subgenome2_retained
Zm00001d011353	subgenome2_retained
Zm00001d011355	subgenome2_retained
Zm00001d011357	subgenome2_retained
Zm00001d011359	subgenome2_retained
Zm00001d011360	subgenome2_retained
Zm00001d011362	subgenome2_retained
Zm00001d011363	subgenome2_retained
Zm00001d011364	subgenome2_fractionated
Zm00001d011365	subgenome2_retained
Zm00001d011366	subgenome2_retained
Zm00001d011369	subgenome2_fractionated
Zm00001d011370	subgenome2_fractionated
Zm00001d011373	subgenome2_retained
Zm00001d011377	subgenome2_fractionated
Zm00001d011378	subgenome2_fractionated
Zm00001d011379	subgenome2_retained
Zm00001d011386	subgenome2_fractionated
Zm00001d011392	subgenome2_retained
Zm00001d011393	subgenome2_retained
Zm00001d011396	subgenome2_retained
Zm00001d011398	subgenome2_retained
Zm00001d011399	subgenome2_retained
Zm00001d011401	subgenome2_retained
Zm00001d011403	subgenome2_retained
Zm00001d011405	subgenome2_retained
Zm00001d011406	subgenome2_retained
Zm00001d011410	subgenome2_retained
Zm00001d011411	subgenome2_retained
Zm00001d011412	subgenome2_fractionated
Zm00001d011413	subgenome2_retained
Zm00001d011417	subgenome2_retained
Zm00001d011418	subgenome2_retained
Zm00001d011420	subgenome2_retained
Zm00001d011419	subgenome2_retained
Zm00001d011422	subgenome2_retained
Zm00001d011424	subgenome2_retained
Zm00001d011426	subgenome2_fractionated
Zm00001d011427	subgenome2_retained
Zm00001d011428	subgenome2_retained
Zm00001d011430	subgenome2_retained
Zm00001d011431	subgenome2_fractionated
Zm00001d011433	subgenome2_fractionated
Zm00001d011434	subgenome2_fractionated
Zm00001d011435	subgenome2_retained
Zm00001d011438	subgenome2_retained
Zm00001d011442	subgenome2_fractionated
Zm00001d011443	subgenome2_fractionated
Zm00001d011444	subgenome2_retained
Zm00001d011445	subgenome2_fractionated
Zm00001d011446	subgenome2_retained
Zm00001d011447	subgenome2_fractionated
Zm00001d011448	subgenome2_retained
Zm00001d011450	subgenome2_fractionated
Zm00001d011451	subgenome2_retained
Zm00001d011454	subgenome2_retained
Zm00001d011455	subgenome2_retained
Zm00001d011457	subgenome2_retained
Zm00001d011458	subgenome2_retained
Zm00001d011459	subgenome2_fractionated
Zm00001d011461	subgenome2_fractionated
Zm00001d011465	subgenome2_fractionated
Zm00001d011476	subgenome2_fractionated
Zm00001d011467	subgenome2_retained
Zm00001d011466	subgenome2_fractionated
Zm00001d011468	subgenome2_retained
Zm00001d011470	subgenome2_retained
Zm00001d011471	subgenome2_retained
Zm00001d011473	subgenome2_retained
Zm00001d011474	subgenome2_retained
Zm00001d011475	subgenome2_retained
Zm00001d011477	subgenome2_retained
Zm00001d011478	subgenome2_retained
Zm00001d011483	subgenome2_retained
Zm00001d011486	subgenome2_retained
Zm00001d011487	subgenome2_retained
Zm00001d011490	subgenome2_retained
Zm00001d011492	subgenome2_retained
Zm00001d011495	subgenome2_retained
Zm00001d011496	subgenome2_retained
Zm00001d011497	subgenome2_fractionated
Zm00001d011498	subgenome2_fractionated
Zm00001d011499	subgenome2_retained
Zm00001d011500	subgenome2_retained
Zm00001d011501	subgenome2_fractionated
Zm00001d011503	subgenome2_retained
Zm00001d011504	subgenome2_retained
Zm00001d011506	subgenome2_retained
Zm00001d011513	subgenome2_retained
Zm00001d011507	subgenome2_retained
Zm00001d011510	subgenome2_fractionated
Zm00001d011511	subgenome2_retained
Zm00001d011512	subgenome2_fractionated
Zm00001d011514	subgenome2_retained
Zm00001d011515	subgenome2_retained
Zm00001d011517	subgenome2_retained
Zm00001d011518	subgenome2_fractionated
Zm00001d011519	subgenome2_fractionated
Zm00001d011520	subgenome2_retained
Zm00001d011525	subgenome2_retained
Zm00001d011526	subgenome2_fractionated
Zm00001d011527	subgenome2_retained
Zm00001d011528	subgenome2_retained
Zm00001d011531	subgenome2_fractionated
Zm00001d011531	subgenome2_retained
Zm00001d011532	subgenome2_fractionated
Zm00001d011534	subgenome2_retained
Zm00001d011536	subgenome2_fractionated
Zm00001d011537	subgenome2_retained
Zm00001d011540	subgenome2_retained
Zm00001d011541	subgenome2_retained
Zm00001d011543	subgenome2_retained
Zm00001d011551	subgenome2_retained
Zm00001d011555	subgenome2_retained
Zm00001d011558	subgenome2_fractionated
Zm00001d011559	subgenome2_fractionated
Zm00001d011560	subgenome2_retained
Zm00001d011561	subgenome2_retained
Zm00001d011562	subgenome2_retained
Zm00001d011563	subgenome2_fractionated
Zm00001d011565	subgenome2_retained
Zm00001d011577	subgenome2_fractionated
Zm00001d011569	subgenome2_fractionated
Zm00001d011570	subgenome2_retained
Zm00001d011571	subgenome2_retained
Zm00001d011572	subgenome2_retained
Zm00001d011576	subgenome2_retained
Zm00001d011578	subgenome2_retained
Zm00001d011579	subgenome2_fractionated
Zm00001d011580	subgenome2_retained
Zm00001d011581	subgenome2_fractionated
Zm00001d011584	subgenome2_fractionated
Zm00001d011585	subgenome2_retained
Zm00001d011588	subgenome2_retained
Zm00001d011589	subgenome2_retained
Zm00001d011590	subgenome2_retained
Zm00001d011592	subgenome2_retained
Zm00001d011594	subgenome2_fractionated
Zm00001d011595	subgenome2_fractionated
Zm00001d011596	subgenome2_fractionated
Zm00001d011597	subgenome2_fractionated
Zm00001d011599	subgenome2_retained
Zm00001d011602	subgenome2_retained
Zm00001d011603	subgenome2_retained
Zm00001d011605	subgenome2_retained
Zm00001d011600	subgenome2_retained
Zm00001d011606	subgenome2_retained
Zm00001d011607	subgenome2_retained
Zm00001d011610	subgenome2_retained
Zm00001d011603	subgenome2_fractionated
Zm00001d011611	subgenome2_retained
Zm00001d011614	subgenome2_retained
Zm00001d011615	subgenome2_retained
Zm00001d011616	subgenome2_fractionated
Zm00001d011619	subgenome2_fractionated
Zm00001d011628	subgenome2_fractionated
Zm00001d011625	subgenome2_fractionated
Zm00001d011618	subgenome2_retained
Zm00001d011617	subgenome2_retained
Zm00001d011620	subgenome2_retained
Zm00001d011622	subgenome2_retained
Zm00001d011623	subgenome2_retained
Zm00001d011624	subgenome2_retained
Zm00001d011625	subgenome2_retained
Zm00001d011627	subgenome2_retained
Zm00001d011629	subgenome2_retained
Zm00001d011637	subgenome2_fractionated
Zm00001d011630	subgenome2_fractionated
Zm00001d011631	subgenome2_fractionated
Zm00001d011632	subgenome2_fractionated
Zm00001d011634	subgenome2_fractionated
Zm00001d011635	subgenome2_retained
Zm00001d011636	subgenome2_retained
Zm00001d011638	subgenome2_fractionated
Zm00001d011639	subgenome2_retained
Zm00001d011643	subgenome2_retained
Zm00001d011641	subgenome2_fractionated
Zm00001d011641	subgenome2_retained
Zm00001d011642	subgenome2_retained
Zm00001d011644	subgenome2_retained
Zm00001d011645	subgenome2_fractionated
Zm00001d011648	subgenome2_retained
Zm00001d011649	subgenome2_retained
Zm00001d011650	subgenome2_retained
Zm00001d011652	subgenome2_retained
Zm00001d011654	subgenome2_retained
Zm00001d011655	subgenome2_retained
Zm00001d011656	subgenome2_retained
Zm00001d011657	subgenome2_retained
Zm00001d011658	subgenome2_retained
Zm00001d011660	subgenome2_fractionated
Zm00001d011663	subgenome2_retained
Zm00001d011668	subgenome2_fractionated
Zm00001d011669	subgenome2_retained
Zm00001d011673	subgenome2_retained
Zm00001d011676	subgenome2_retained
Zm00001d011678	subgenome2_retained
Zm00001d011679	subgenome2_fractionated
Zm00001d011681	subgenome2_retained
Zm00001d011680	subgenome2_retained
Zm00001d011684	subgenome2_fractionated
Zm00001d011685	subgenome2_retained
Zm00001d011687	subgenome2_retained
Zm00001d011688	subgenome2_retained
Zm00001d011691	subgenome2_retained
Zm00001d011692	subgenome2_retained
Zm00001d011696	subgenome2_retained
Zm00001d011697	subgenome2_fractionated
Zm00001d011698	subgenome2_fractionated
Zm00001d011699	subgenome2_retained
Zm00001d011700	subgenome2_retained
Zm00001d011705	subgenome2_retained
Zm00001d011706	subgenome2_fractionated
Zm00001d011707	subgenome2_fractionated
Zm00001d011708	subgenome2_retained
Zm00001d011709	subgenome2_fractionated
Zm00001d011710	subgenome2_retained
Zm00001d011712	subgenome2_fractionated
Zm00001d011713	subgenome2_retained
Zm00001d011716	subgenome2_retained
Zm00001d011717	subgenome2_fractionated
Zm00001d011718	subgenome2_fractionated
Zm00001d011719	subgenome2_fractionated
Zm00001d011720	subgenome2_fractionated
Zm00001d011721	subgenome2_retained
Zm00001d011722	subgenome2_fractionated
Zm00001d011723	subgenome2_fractionated
Zm00001d011730	subgenome2_fractionated
Zm00001d011731	subgenome2_retained
Zm00001d011732	subgenome2_retained
Zm00001d011734	subgenome2_retained
Zm00001d011735	subgenome2_fractionated
Zm00001d011737	subgenome2_retained
Zm00001d011738	subgenome2_fractionated
Zm00001d011739	subgenome2_retained
Zm00001d011740	subgenome2_fractionated
Zm00001d011741	subgenome2_retained
Zm00001d011742	subgenome2_fractionated
Zm00001d011745	subgenome2_fractionated
Zm00001d011746	subgenome2_retained
Zm00001d011747	subgenome2_retained
Zm00001d011748	subgenome2_retained
Zm00001d011750	subgenome2_fractionated
Zm00001d011751	subgenome2_retained
Zm00001d011752	subgenome2_retained
Zm00001d011753	subgenome2_fractionated
Zm00001d011754	subgenome2_retained
Zm00001d011755	subgenome2_fractionated
Zm00001d011756	subgenome2_fractionated
Zm00001d011757	subgenome2_fractionated
Zm00001d011758	subgenome2_retained
Zm00001d011759	subgenome2_fractionated
Zm00001d011760	subgenome2_retained
Zm00001d011761	subgenome2_fractionated
Zm00001d011762	subgenome2_retained
Zm00001d011763	subgenome2_fractionated
Zm00001d011764	subgenome2_fractionated
Zm00001d011765	subgenome2_fractionated
Zm00001d012791	subgenome2_retained
Zm00001d012789	subgenome2_fractionated
Zm00001d012785	subgenome2_retained
Zm00001d012788	subgenome2_retained
Zm00001d012787	subgenome2_retained
Zm00001d012782	subgenome2_retained
Zm00001d012780	subgenome2_retained
Zm00001d012779	subgenome2_retained
Zm00001d012776	subgenome2_retained
Zm00001d012775	subgenome2_retained
Zm00001d012774	subgenome2_retained
Zm00001d012772	subgenome2_retained
Zm00001d012788	subgenome2_fractionated
Zm00001d012771	subgenome2_fractionated
Zm00001d012770	subgenome2_fractionated
Zm00001d012769	subgenome2_retained
Zm00001d012768	subgenome2_fractionated
Zm00001d012767	subgenome2_retained
Zm00001d012766	subgenome2_retained
Zm00001d012765	subgenome2_retained
Zm00001d012764	subgenome2_fractionated
Zm00001d012763	subgenome2_retained
Zm00001d012761	subgenome2_fractionated
Zm00001d012760	subgenome2_retained
Zm00001d012757	subgenome2_fractionated
Zm00001d012755	subgenome2_retained
Zm00001d012752	subgenome2_retained
Zm00001d012751	subgenome2_retained
Zm00001d012743	subgenome2_retained
Zm00001d012750	subgenome2_retained
Zm00001d012749	subgenome2_fractionated
Zm00001d012748	subgenome2_retained
Zm00001d012747	subgenome2_retained
Zm00001d012746	subgenome2_retained
Zm00001d012744	subgenome2_retained
Zm00001d012741	subgenome2_fractionated
Zm00001d012740	subgenome2_retained
Zm00001d012738	subgenome2_retained
Zm00001d012737	subgenome2_fractionated
Zm00001d012736	subgenome2_retained
Zm00001d012735	subgenome2_retained
Zm00001d012734	subgenome2_retained
Zm00001d012732	subgenome2_fractionated
Zm00001d012731	subgenome2_retained
Zm00001d012729	subgenome2_fractionated
Zm00001d012728	subgenome2_fractionated
Zm00001d012726	subgenome2_retained
Zm00001d012725	subgenome2_retained
Zm00001d012720	subgenome2_retained
Zm00001d012719	subgenome2_retained
Zm00001d012718	subgenome2_retained
Zm00001d012717	subgenome2_fractionated
Zm00001d012714	subgenome2_retained
Zm00001d012712	subgenome2_retained
Zm00001d012710	subgenome2_retained
Zm00001d012709	subgenome2_retained
Zm00001d012708	subgenome2_retained
Zm00001d012707	subgenome2_fractionated
Zm00001d012703	subgenome2_retained
Zm00001d012702	subgenome2_fractionated
Zm00001d012701	subgenome2_retained
Zm00001d012700	subgenome2_retained
Zm00001d012699	subgenome2_retained
Zm00001d012697	subgenome2_retained
Zm00001d012696	subgenome2_retained
Zm00001d012694	subgenome2_retained
Zm00001d012693	subgenome2_fractionated
Zm00001d012691	subgenome2_retained
Zm00001d012690	subgenome2_fractionated
Zm00001d012689	subgenome2_retained
Zm00001d012688	subgenome2_retained
Zm00001d012687	subgenome2_fractionated
Zm00001d012686	subgenome2_fractionated
Zm00001d012685	subgenome2_fractionated
Zm00001d012684	subgenome2_retained
Zm00001d012683	subgenome2_fractionated
Zm00001d012681	subgenome2_fractionated
Zm00001d012679	subgenome2_retained
Zm00001d012677	subgenome2_fractionated
Zm00001d012676	subgenome2_retained
