sorghum	maize1	maize2	ftype
KXG20038	Zm00001d046033	Zm00001d037055	both-retained
EER88404	Zm00001d046016	Zm00001d037056	both-retained
EER89796	Zm00001d046014	.	maize1-retained
EER89797	.	.	non-syntenic
KXG20041	.	.	non-syntenic
EER89799	Zm00001d046007	.	maize1-retained
OQU76446	.	.	non-syntenic
EER89802	.	.	non-syntenic
KXG20043	.	.	non-syntenic
EER88406	.	Zm00001d037058	maize2-retained
EER89806	.	Zm00001d037057	maize2-retained
KXG20044	.	.	non-syntenic
OQU76449	.	.	non-syntenic
EER89807	.	.	non-syntenic
OQU76450	Zm00001d046020	.	maize1-retained
EER89808	Zm00001d046029	.	maize1-retained
OQU76452	.	.	non-syntenic
OQU76453	.	.	non-syntenic
OQU76454	.	.	non-syntenic
KXG20050	.	.	non-syntenic
EER89810	.	.	non-syntenic
EER89811	.	.	non-syntenic
KXG20051	Zm00001d046047	.	maize1-retained
OQU76456	Zm00001d046047	.	maize1-retained
OQU76455	.	.	non-syntenic
EER88419	Zm00001d046054	.	maize1-retained
EER89813	.	.	non-syntenic
EER89814	Zm00001d046054	.	maize1-retained
OQU76458	.	.	non-syntenic
OQU76459	.	Zm00001d037054	maize2-retained
OQU76460	.	.	non-syntenic
OQU76461	.	.	non-syntenic
EER89819	.	Zm00001d037054	maize2-retained
OQU76462	.	.	non-syntenic
OQU76463	Zm00001d046039	.	maize1-retained
KXG20060	.	.	non-syntenic
EER88420	.	.	non-syntenic
EER89829	.	Zm00001d037052	maize2-retained
EER89830	.	Zm00001d037051	maize2-retained
EER89831	.	Zm00001d037050	maize2-retained
EER89835	Zm00001d046035	.	maize1-retained
OQU76469	.	.	non-syntenic
KXG20064	.	.	non-syntenic
KXG20065	.	.	non-syntenic
EER88422	.	Zm00001d037044	maize2-retained
KXG20066	.	.	non-syntenic
OQU76472	.	.	non-syntenic
OQU76470	.	.	non-syntenic
OQU76471	.	.	non-syntenic
KXG20070	.	.	non-syntenic
KXG20068	.	.	non-syntenic
OQU76473	.	.	non-syntenic
EER89844	Zm00001d046055	Zm00001d037043	both-retained
EER89845	Zm00001d046055	Zm00001d037042	both-retained
KXG20071	Zm00001d046060	.	maize1-retained
OQU76474	.	.	non-syntenic
KXG20072	.	.	non-syntenic
KXG20073	.	.	non-syntenic
OQU76475	.	.	non-syntenic
OQU76477	.	.	non-syntenic
OQU76478	Zm00001d046068	.	maize1-retained
EER88427	Zm00001d046072	.	maize1-retained
OQU76479	.	.	non-syntenic
KXG20080	.	.	non-syntenic
KXG20081	Zm00001d046073	.	maize1-retained
EER89847	.	.	non-syntenic
OQU76485	Zm00001d046089	.	maize1-retained
OQU76486	.	.	non-syntenic
EER89851	Zm00001d046091	Zm00001d037041	both-retained
EER89852	Zm00001d046093	Zm00001d037041	both-retained
OQU76487	Zm00001d046093	Zm00001d037041	both-retained
KXG20084	.	.	non-syntenic
EER88428	Zm00001d046096	.	maize1-retained
KXG20087	.	.	non-syntenic
OQU76489	.	.	non-syntenic
EER88429	.	.	non-syntenic
KXG20090	.	.	non-syntenic
EER88430	.	.	non-syntenic
OQU76490	.	.	non-syntenic
OQU76491	Zm00001d046097	.	maize1-retained
KXG20091	.	.	non-syntenic
KXG20095	.	.	non-syntenic
OQU76493	.	.	non-syntenic
KXG20093	.	Zm00001d037036	maize2-retained
OQU76494	.	Zm00001d037035	maize2-retained
OQU76496	.	.	non-syntenic
KXG20097	Zm00001d046112	.	maize1-retained
EER88433	.	Zm00001d037034	maize2-retained
OQU76497	Zm00001d046118	Zm00001d037033	both-retained
EER88437	.	.	non-syntenic
EER88438	.	.	non-syntenic
KXG20100	.	.	non-syntenic
KXG20101	.	.	non-syntenic
EER88440	Zm00001d046120	Zm00001d037026	both-retained
OQU76498	.	.	non-syntenic
KXG20104	.	Zm00001d037028	maize2-retained
OQU76499	Zm00001d046126	Zm00001d037029	both-retained
KXG20105	Zm00001d046126	Zm00001d037029	both-retained
KXG20106	.	.	non-syntenic
EER88443	Zm00001d046132	.	maize1-retained
OQU76500	.	.	non-syntenic
EER88444	Zm00001d046134	.	maize1-retained
EER89866	Zm00001d046135	.	maize1-retained
OQU76501	.	.	non-syntenic
OQU76502	.	Zm00001d037032	maize2-retained
OQU76503	.	.	non-syntenic
EER89867	Zm00001d046136	Zm00001d037025	both-retained
EER89868	Zm00001d046136	Zm00001d037025	both-retained
KXG20109	.	.	non-syntenic
KXG20108	.	.	non-syntenic
KXG20110	Zm00001d046137	.	maize1-retained
EER89869	Zm00001d046138	.	maize1-retained
OQU76504	Zm00001d046140	.	maize1-retained
KXG20113	Zm00001d046142	Zm00001d037019	both-retained
EER88449	Zm00001d046142	Zm00001d037019	both-retained
KXG20115	.	.	non-syntenic
OQU76505	Zm00001d046143	Zm00001d037019	both-retained
KXG20117	.	.	non-syntenic
EER88451	Zm00001d046145	Zm00001d037019	both-retained
KXG20118	.	.	non-syntenic
EER89870	Zm00001d046147	Zm00001d037023	both-retained
KXG20119	.	.	non-syntenic
EER88460	.	.	non-syntenic
OQU76507	.	.	non-syntenic
KXG20121	.	.	non-syntenic
OQU76508	.	.	non-syntenic
OQU76513	.	.	non-syntenic
EER88462	Zm00001d046148	Zm00001d037023	both-retained
EER88463	Zm00001d046149	.	maize1-retained
OQU76514	Zm00001d046142	Zm00001d037019	both-retained
KXG20125	Zm00001d046151	Zm00001d037019	both-retained
KXG20126	Zm00001d046152	Zm00001d037019	both-retained
OQU76515	Zm00001d046154	Zm00001d037019	both-retained
EER88470	Zm00001d046154	Zm00001d037019	both-retained
OQU76516	Zm00001d046156	Zm00001d037019	both-retained
OQU76517	Zm00001d046155	.	maize1-retained
OQU76518	.	.	non-syntenic
KXG20131	Zm00001d046157	.	maize1-retained
EER89876	.	Zm00001d037018	maize2-retained
OQU76519	.	.	non-syntenic
EER88477	.	.	non-syntenic
EER88476	.	Zm00001d037017	maize2-retained
EER89877	Zm00001d046158	.	maize1-retained
EER88479	.	.	non-syntenic
EER89884	.	.	non-syntenic
KXG20134	.	.	non-syntenic
EER88480	.	.	non-syntenic
EER89885	.	.	non-syntenic
OQU76520	.	.	non-syntenic
OQU76522	.	.	non-syntenic
KXG20135	.	.	non-syntenic
EER88482	Zm00001d046161	.	maize1-retained
EER88483	Zm00001d046166	.	maize1-retained
EER88484	Zm00001d046168	.	maize1-retained
OQU76528	.	.	non-syntenic
EER89887	Zm00001d046169	.	maize1-retained
EER89889	Zm00001d046170	.	maize1-retained
OQU76529	.	.	non-syntenic
OQU76530	.	.	non-syntenic
KXG20138	Zm00001d046174	Zm00001d037015	both-retained
EER89894	Zm00001d046175	Zm00001d037010	both-retained
OQU76532	.	.	non-syntenic
KXG20139	.	.	non-syntenic
OQU76533	.	.	non-syntenic
EER88491	Zm00001d046178	.	maize1-retained
EER89895	.	Zm00001d037013	maize2-retained
OQU76534	Zm00001d046182	.	maize1-retained
EER89896	Zm00001d046183	.	maize1-retained
EER88495	Zm00001d046184	.	maize1-retained
EER88496	Zm00001d046184	.	maize1-retained
EER89897	Zm00001d046186	.	maize1-retained
OQU76535	Zm00001d046187	.	maize1-retained
EER89901	Zm00001d046186	.	maize1-retained
OQU76536	.	.	non-syntenic
EER89903	Zm00001d046323	.	maize1-retained
KXG20143	Zm00001d046323	.	maize1-retained
KXG20146	Zm00001d046322	Zm00001d037005	both-retained
KXG20147	Zm00001d046322	Zm00001d037009	both-retained
EER89907	Zm00001d046319	Zm00001d037005	both-retained
EER89908	Zm00001d046318	Zm00001d037008	both-retained
EER89909	Zm00001d046318	Zm00001d037005	both-retained
EER89910	Zm00001d046318	Zm00001d037005	both-retained
KXG20149	Zm00001d046317	.	maize1-retained
OQU76539	Zm00001d046314	.	maize1-retained
KXG20150	.	.	non-syntenic
OQU76545	.	.	non-syntenic
EER89913	Zm00001d046313	Zm00001d037004	both-retained
OQU76548	.	.	non-syntenic
OQU76549	Zm00001d046311	Zm00001d037003	both-retained
EER88498	.	.	non-syntenic
EER88499	Zm00001d046305	.	maize1-retained
EER89914	Zm00001d046304	.	maize1-retained
KXG20157	Zm00001d046303	.	maize1-retained
OQU76552	.	.	non-syntenic
EER89918	Zm00001d046300	.	maize1-retained
KXG20158	.	.	non-syntenic
OQU76553	.	.	non-syntenic
EER89919	Zm00001d046299	.	maize1-retained
EER89920	Zm00001d046297	Zm00001d037000	both-retained
KXG20159	.	.	non-syntenic
KXG20160	Zm00001d046292	Zm00001d036996	both-retained
EER88508	Zm00001d046289	.	maize1-retained
KXG20161	Zm00001d046288	Zm00001d036991	both-retained
EER89924	Zm00001d046286	Zm00001d036989	both-retained
EER89925	Zm00001d046281	.	maize1-retained
KXG20162	.	Zm00001d036987	maize2-retained
KXG20163	.	.	non-syntenic
OQU76554	Zm00001d046277	Zm00001d036986	both-retained
KXG20167	.	.	non-syntenic
KXG20168	.	.	non-syntenic
KXG20169	.	.	non-syntenic
OQU76557	.	.	non-syntenic
OQU76558	.	.	non-syntenic
KXG20180	.	.	non-syntenic
EER89928	.	.	non-syntenic
EER88512	.	Zm00001d036985	maize2-retained
OQU76560	.	.	non-syntenic
EER89927	.	.	non-syntenic
OQU76563	Zm00001d046272	.	maize1-retained
EER88513	Zm00001d046263	Zm00001d036984	both-retained
KXG20176	Zm00001d046235	Zm00001d036984	both-retained
EER89930	Zm00001d046261	.	maize1-retained
OQU76565	Zm00001d046235	Zm00001d036984	both-retained
OQU76566	.	.	non-syntenic
KXG20179	.	.	non-syntenic
OQU76567	.	.	non-syntenic
OQU76568	.	.	non-syntenic
KXG20181	.	.	non-syntenic
EER89936	.	.	non-syntenic
OQU76569	Zm00001d046236	Zm00001d036972	both-retained
OQU76570	.	.	non-syntenic
KXG20183	.	.	non-syntenic
EER88520	Zm00001d046236	Zm00001d036972	both-retained
OQU76571	.	.	non-syntenic
KXG20184	Zm00001d046236	Zm00001d036972	both-retained
OQU76572	Zm00001d046238	.	maize1-retained
OQU76574	Zm00001d046255	Zm00001d036977	both-retained
KXG20188	.	.	non-syntenic
KXG20189	.	.	non-syntenic
EER89942	.	Zm00001d036978	maize2-retained
OQU76577	.	.	non-syntenic
KXG20191	Zm00001d046243	.	maize1-retained
OQU76578	Zm00001d046246	.	maize1-retained
EER89945	Zm00001d046249	.	maize1-retained
EER88523	Zm00001d046254	.	maize1-retained
KXG20194	Zm00001d046234	.	maize1-retained
EER88524	Zm00001d046231	Zm00001d036981	both-retained
KXG20196	Zm00001d046226	Zm00001d036986	both-retained
EER88529	.	.	non-syntenic
KXG20197	Zm00001d046223	.	maize1-retained
OQU76582	.	.	non-syntenic
EER88530	.	.	non-syntenic
OQU76583	.	.	non-syntenic
KXG20201	Zm00001d046221	Zm00001d036971	both-retained
KXG20202	Zm00001d046218	.	maize1-retained
KXG20204	Zm00001d046214	.	maize1-retained
OQU76585	.	.	non-syntenic
OQU76586	.	Zm00001d036982	maize2-retained
OQU76587	.	Zm00001d036972	maize2-retained
EER89952	Zm00001d046210	.	maize1-retained
EER89953	Zm00001d046207	.	maize1-retained
OQU76589	.	.	non-syntenic
OQU76590	.	.	non-syntenic
KXG20211	Zm00001d046204	.	maize1-retained
EER88540	.	.	non-syntenic
KXG20212	.	.	non-syntenic
EER89955	.	Zm00001d036970	maize2-retained
EER88541	Zm00001d046194	Zm00001d036968	both-retained
EER88542	Zm00001d046190	Zm00001d036966	both-retained
KXG20213	.	.	non-syntenic
KXG20215	.	Zm00001d036965	maize2-retained
OQU76595	Zm00001d046188	.	maize1-retained
OQU76596	.	Zm00001d036964	maize2-retained
KXG20217	.	.	non-syntenic
EER88547	Zm00001d046330	.	maize1-retained
EER89958	Zm00001d046330	.	maize1-retained
KXG20221	.	.	non-syntenic
EER89959	Zm00001d046332	Zm00001d036963	both-retained
EER89960	Zm00001d046334	.	maize1-retained
KXG20222	.	.	non-syntenic
OQU76599	Zm00001d046335	Zm00001d036962	both-retained
KXG20224	Zm00001d046336	Zm00001d036961	both-retained
EER89963	Zm00001d046340	.	maize1-retained
OQU76600	.	.	non-syntenic
OQU76601	.	.	non-syntenic
EER89964	Zm00001d046344	.	maize1-retained
EER88550	Zm00001d046346	Zm00001d036963	both-retained
EER89968	Zm00001d046348	.	maize1-retained
KXG20227	Zm00001d046350	.	maize1-retained
EER89969	Zm00001d046352	Zm00001d036959	both-retained
OQU76603	.	.	non-syntenic
KXG20229	.	.	non-syntenic
EER88552	Zm00001d046354	.	maize1-retained
OQU76604	.	.	non-syntenic
KXG20231	.	.	non-syntenic
KXG20232	Zm00001d046356	.	maize1-retained
EER89971	.	Zm00001d036956	maize2-retained
EER88554	Zm00001d046357	.	maize1-retained
OQU76607	Zm00001d046358	.	maize1-retained
OQU76609	.	Zm00001d036955	maize2-retained
OQU76610	Zm00001d046362	.	maize1-retained
KXG20237	.	.	non-syntenic
KXG20238	Zm00001d046363	.	maize1-retained
EER89974	Zm00001d046364	.	maize1-retained
OQU76612	.	Zm00001d036947	maize2-retained
OQU76613	.	Zm00001d036947	maize2-retained
EER89976	Zm00001d046366	.	maize1-retained
EER88560	Zm00001d046369	Zm00001d036949	both-retained
OQU76615	Zm00001d046370	.	maize1-retained
OQU76617	Zm00001d046370	.	maize1-retained
OQU76618	Zm00001d046372	.	maize1-retained
KXG20244	.	.	non-syntenic
OQU76623	.	.	non-syntenic
EER88566	Zm00001d046378	Zm00001d036950	both-retained
KXG20246	.	.	non-syntenic
OQU76624	.	.	non-syntenic
KXG20248	.	.	non-syntenic
EER89978	.	Zm00001d036951	maize2-retained
EER89980	Zm00001d046383	Zm00001d036941	both-retained
OQU76625	.	.	non-syntenic
OQU76626	.	.	non-syntenic
KXG20254	Zm00001d046385	.	maize1-retained
KXG20269	Zm00001d046388	.	maize1-retained
EER88571	Zm00001d046389	Zm00001d036945	both-retained
OQU76628	Zm00001d046396	.	maize1-retained
OQU76630	.	.	non-syntenic
KXG20257	.	.	non-syntenic
KXG20259	Zm00001d046485	Zm00001d036947	both-retained
EER89983	.	Zm00001d036927	maize2-retained
EER88574	Zm00001d046489	Zm00001d036929	both-retained
KXG20260	.	.	non-syntenic
EER88575	Zm00001d046488	Zm00001d036947	both-retained
EER89984	Zm00001d046487	.	maize1-retained
EER89985	Zm00001d046485	Zm00001d036947	both-retained
EER88577	Zm00001d046483	.	maize1-retained
EER89986	Zm00001d046482	Zm00001d036931	both-retained
EER89987	Zm00001d046480	.	maize1-retained
KXG20265	Zm00001d046474	.	maize1-retained
OQU76637	.	.	non-syntenic
KXG20267	Zm00001d046474	.	maize1-retained
OQU76639	.	.	non-syntenic
OQU76640	Zm00001d046479	.	maize1-retained
EER89990	Zm00001d046472	.	maize1-retained
KXG20268	.	Zm00001d036933	maize2-retained
OQU76641	.	.	non-syntenic
EER89991	Zm00001d046471	.	maize1-retained
OQU76642	Zm00001d046468	.	maize1-retained
OQU76644	Zm00001d046455	Zm00001d036922	both-retained
EER88586	Zm00001d046467	Zm00001d036940	both-retained
KXG20270	Zm00001d046466	.	maize1-retained
EER88587	Zm00001d046466	.	maize1-retained
OQU76646	Zm00001d046460	.	maize1-retained
KXG20273	.	.	non-syntenic
OQU76647	Zm00001d046460	.	maize1-retained
EER89995	Zm00001d046460	.	maize1-retained
KXG20275	.	.	non-syntenic
KXG20277	Zm00001d046456	.	maize1-retained
OQU76648	.	.	non-syntenic
EER88591	.	Zm00001d036925	maize2-retained
OQU76649	.	.	non-syntenic
EER89996	Zm00001d046455	Zm00001d036922	both-retained
KXG20279	.	.	non-syntenic
EER88592	Zm00001d046455	Zm00001d036922	both-retained
OQU76651	.	.	non-syntenic
OQU76650	.	.	non-syntenic
OQU76652	.	.	non-syntenic
EER88593	Zm00001d046454	Zm00001d036919	both-retained
KXG20283	.	.	non-syntenic
OQU76653	.	.	non-syntenic
KXG20284	.	Zm00001d036918	maize2-retained
EER88596	Zm00001d046450	.	maize1-retained
KXG20286	Zm00001d046438	Zm00001d036917	both-retained
KXG20308	.	.	non-syntenic
EER90000	.	Zm00001d036912	maize2-retained
OQU76660	Zm00001d046440	.	maize1-retained
OQU76661	.	Zm00001d036912	maize2-retained
EER88599	Zm00001d046441	.	maize1-retained
EER88600	Zm00001d046442	.	maize1-retained
EER88601	Zm00001d046444	.	maize1-retained
EER90002	Zm00001d046445	Zm00001d036905	both-retained
OQU76663	.	.	non-syntenic
OQU76664	.	.	non-syntenic
KXG20292	.	.	non-syntenic
EER88603	.	.	non-syntenic
KXG20293	Zm00001d046449	Zm00001d036904	both-retained
KXG20294	Zm00001d046449	Zm00001d036904	both-retained
KXG20295	Zm00001d046449	Zm00001d036904	both-retained
OQU76666	.	.	non-syntenic
KXG20298	Zm00001d046449	Zm00001d036904	both-retained
EER88605	.	.	non-syntenic
OQU76667	Zm00001d046423	Zm00001d036901	both-retained
KXG20307	.	.	non-syntenic
OQU76668	Zm00001d046422	.	maize1-retained
OQU76669	.	.	non-syntenic
KXG20313	Zm00001d046420	Zm00001d036903	both-retained
OQU76670	.	.	non-syntenic
EER88611	.	.	non-syntenic
OQU76671	.	.	non-syntenic
EER88607	Zm00001d046405	.	maize1-retained
EER88608	Zm00001d046404	Zm00001d036902	both-retained
OQU76672	Zm00001d046402	.	maize1-retained
OQU76673	.	Zm00001d036900	maize2-retained
OQU76674	.	Zm00001d036897	maize2-retained
KXG20316	.	.	non-syntenic
EER88613	Zm00001d046401	Zm00001d036896	both-retained
EER90006	Zm00001d046400	.	maize1-retained
OQU76675	.	.	non-syntenic
EER88614	Zm00001d046399	Zm00001d036895	both-retained
OQU76676	.	.	non-syntenic
EER90008	Zm00001d046491	.	maize1-retained
EER90009	Zm00001d046492	Zm00001d036894	both-retained
EER90014	Zm00001d046493	Zm00001d036894	both-retained
EER88616	.	.	non-syntenic
EER90015	Zm00001d046496	Zm00001d036893	both-retained
EER90016	Zm00001d046499	Zm00001d036892	both-retained
EER90017	Zm00001d046500	.	maize1-retained
OQU76677	.	.	non-syntenic
EER90018	Zm00001d046501	Zm00001d036889	both-retained
OQU76678	.	.	non-syntenic
KXG20320	Zm00001d046506	.	maize1-retained
EER90019	.	Zm00001d036888	maize2-retained
EER88618	Zm00001d046508	.	maize1-retained
EER88619	Zm00001d046509	.	maize1-retained
EER88620	Zm00001d046510	.	maize1-retained
OQU76679	.	.	non-syntenic
KXG20321	.	.	non-syntenic
KXG20322	Zm00001d046513	.	maize1-retained
KXG20323	Zm00001d046519	Zm00001d036883	both-retained
EER90022	.	Zm00001d036880	maize2-retained
EER90021	.	Zm00001d036879	maize2-retained
EER88623	Zm00001d046530	.	maize1-retained
KXG20324	Zm00001d046531	Zm00001d036878	both-retained
EER88624	Zm00001d046533	.	maize1-retained
EER88625	Zm00001d046534	.	maize1-retained
OQU76681	.	.	non-syntenic
KXG20328	.	.	non-syntenic
KXG20330	Zm00001d046535	Zm00001d036877	both-retained
OQU76682	Zm00001d046537	.	maize1-retained
OQU76683	Zm00001d046537	.	maize1-retained
OQU76684	Zm00001d046537	.	maize1-retained
KXG20331	Zm00001d046537	.	maize1-retained
EER90026	Zm00001d046538	.	maize1-retained
EER88627	Zm00001d046539	.	maize1-retained
OQU76685	Zm00001d046540	Zm00001d036830	both-retained
EER88629	Zm00001d046542	Zm00001d036832	both-retained
OQU76688	Zm00001d046545	.	maize1-retained
OQU76686	.	.	non-syntenic
EER90029	Zm00001d046549	.	maize1-retained
EER88630	Zm00001d046552	.	maize1-retained
EER88631	Zm00001d046553	.	maize1-retained
EER88632	Zm00001d046553	.	maize1-retained
KXG20338	Zm00001d046554	Zm00001d036831	both-retained
EER88633	Zm00001d046793	.	maize1-retained
EER88634	Zm00001d046540	Zm00001d036830	both-retained
KXG20342	.	.	non-syntenic
EER90030	Zm00001d046792	.	maize1-retained
EER90031	Zm00001d046790	.	maize1-retained
KXG20343	.	Zm00001d036829	maize2-retained
EER88636	Zm00001d046788	Zm00001d036828	both-retained
EER88637	.	Zm00001d036833	maize2-retained
KXG20345	Zm00001d046786	.	maize1-retained
OQU76690	Zm00001d046784	.	maize1-retained
OQU76692	.	.	non-syntenic
OQU76691	Zm00001d046783	.	maize1-retained
KXG20348	Zm00001d046781	.	maize1-retained
EER88640	.	Zm00001d036827	maize2-retained
EER88641	.	Zm00001d036827	maize2-retained
KXG20349	Zm00001d046778	.	maize1-retained
EER88642	.	Zm00001d036816	maize2-retained
OQU76699	.	Zm00001d036816	maize2-retained
EER88643	.	Zm00001d036818	maize2-retained
EER90037	.	.	non-syntenic
OQU76700	.	.	non-syntenic
EER88644	Zm00001d046774	Zm00001d036812	both-retained
OQU76701	.	.	non-syntenic
KXG20351	Zm00001d046767	.	maize1-retained
EER90038	Zm00001d046766	.	maize1-retained
EER90039	Zm00001d046765	.	maize1-retained
KXG20354	Zm00001d046764	.	maize1-retained
KXG20356	Zm00001d046761	.	maize1-retained
OQU76702	Zm00001d046759	Zm00001d036807	both-retained
KXG20358	.	.	non-syntenic
OQU76703	.	.	non-syntenic
KXG20360	.	.	non-syntenic
OQU76704	.	.	non-syntenic
EER90043	.	.	non-syntenic
EER88647	Zm00001d046758	.	maize1-retained
EER88648	Zm00001d046758	.	maize1-retained
OQU76705	.	.	non-syntenic
EER90045	Zm00001d046749	Zm00001d036801	both-retained
KXG20361	Zm00001d046755	Zm00001d036802	both-retained
KXG20364	Zm00001d046755	Zm00001d036802	both-retained
KXG20365	Zm00001d046755	Zm00001d036803	both-retained
KXG20382	Zm00001d046751	.	maize1-retained
OQU76708	Zm00001d046751	.	maize1-retained
EER90047	Zm00001d046749	Zm00001d036801	both-retained
KXG20367	.	Zm00001d036798	maize2-retained
OQU76710	Zm00001d046748	.	maize1-retained
EER88653	Zm00001d046746	.	maize1-retained
EER88654	Zm00001d046745	.	maize1-retained
EER88655	Zm00001d046745	.	maize1-retained
EER88656	Zm00001d046745	.	maize1-retained
EER88657	Zm00001d046743	.	maize1-retained
EER90050	.	.	non-syntenic
EER88666	.	.	non-syntenic
OQU76712	.	.	non-syntenic
EER90051	Zm00001d046742	.	maize1-retained
EER88659	.	Zm00001d036797	maize2-retained
KXG20371	Zm00001d046740	Zm00001d036796	both-retained
OQU76714	.	Zm00001d036795	maize2-retained
OQU76715	.	.	non-syntenic
EER88660	.	.	non-syntenic
EER88661	Zm00001d046729	.	maize1-retained
EER90053	Zm00001d046728	Zm00001d036792	both-retained
OQU76716	.	.	non-syntenic
EER88662	Zm00001d046723	.	maize1-retained
KXG20379	Zm00001d046722	.	maize1-retained
KXG20383	Zm00001d046719	Zm00001d036790	both-retained
OQU76717	.	.	non-syntenic
OQU76718	Zm00001d046718	.	maize1-retained
OQU76719	Zm00001d046717	.	maize1-retained
EER90058	Zm00001d046716	Zm00001d036789	both-retained
EER90062	.	.	non-syntenic
KXG20414	Zm00001d046700	.	maize1-retained
KXG20386	Zm00001d046706	.	maize1-retained
OQU76721	Zm00001d046700	.	maize1-retained
KXG20389	Zm00001d046714	.	maize1-retained
KXG20392	Zm00001d046714	.	maize1-retained
OQU76724	Zm00001d046705	.	maize1-retained
KXG20393	Zm00001d046700	.	maize1-retained
OQU76725	.	.	non-syntenic
EER88668	Zm00001d046696	.	maize1-retained
OQU76726	Zm00001d046695	.	maize1-retained
KXG20396	.	Zm00001d036788	maize2-retained
KXG20397	Zm00001d046691	.	maize1-retained
KXG20398	Zm00001d046690	.	maize1-retained
OQU76727	.	.	non-syntenic
OQU76728	.	.	non-syntenic
OQU76729	.	.	non-syntenic
EER88673	Zm00001d046687	Zm00001d036787	both-retained
EER88676	.	.	non-syntenic
OQU76730	Zm00001d046684	.	maize1-retained
KXG20401	.	.	non-syntenic
OQU76732	Zm00001d046683	Zm00001d036785	both-retained
KXG20408	Zm00001d046682	.	maize1-retained
KXG20409	Zm00001d046681	.	maize1-retained
EER90067	Zm00001d046680	.	maize1-retained
EER90068	Zm00001d046679	Zm00001d036784	both-retained
OQU76739	.	.	non-syntenic
OQU76741	.	.	non-syntenic
KXG20411	.	.	non-syntenic
KXG20413	.	Zm00001d036782	maize2-retained
OQU76742	.	Zm00001d036782	maize2-retained
KXG20416	Zm00001d046676	.	maize1-retained
EER88680	Zm00001d046675	Zm00001d036781	both-retained
KXG20417	.	.	non-syntenic
KXG20419	.	.	non-syntenic
EER88683	Zm00001d046668	Zm00001d036780	both-retained
KXG20420	Zm00001d046668	Zm00001d036780	both-retained
EER88684	Zm00001d046668	Zm00001d036780	both-retained
EER88685	Zm00001d046668	Zm00001d036780	both-retained
KXG20421	Zm00001d046665	.	maize1-retained
KXG20422	Zm00001d046664	.	maize1-retained
EER90075	Zm00001d046663	.	maize1-retained
EER88687	Zm00001d046661	.	maize1-retained
OQU76743	Zm00001d046660	.	maize1-retained
KXG20425	Zm00001d046659	Zm00001d036778	both-retained
OQU76745	Zm00001d046656	Zm00001d036777	both-retained
KXG20428	Zm00001d046655	Zm00001d036775	both-retained
EER90078	Zm00001d046654	.	maize1-retained
EER90079	Zm00001d046652	.	maize1-retained
EER90080	.	Zm00001d036773	maize2-retained
OQU76746	Zm00001d046651	.	maize1-retained
OQU76747	Zm00001d046649	.	maize1-retained
KXG20431	Zm00001d046651	.	maize1-retained
KXG20432	Zm00001d046649	.	maize1-retained
KXG20463	.	Zm00001d036772	maize2-retained
KXG20435	Zm00001d046644	.	maize1-retained
EER90083	Zm00001d046643	Zm00001d036771	both-retained
EER90082	Zm00001d046642	Zm00001d036770	both-retained
KXG20436	.	.	non-syntenic
EER88692	Zm00001d046641	Zm00001d036769	both-retained
KXG20437	Zm00001d046634	.	maize1-retained
OQU76751	.	.	non-syntenic
OQU76752	.	.	non-syntenic
EER90085	Zm00001d046632	Zm00001d036768	both-retained
OQU76756	.	.	non-syntenic
OQU76755	Zm00001d046630	.	maize1-retained
EER90086	Zm00001d046629	.	maize1-retained
EER88696	Zm00001d046628	.	maize1-retained
EER88697	.	.	non-syntenic
EER90089	.	.	non-syntenic
EER90087	Zm00001d046626	Zm00001d036766	both-retained
KXG20447	.	.	non-syntenic
KXG20449	.	Zm00001d036770	maize2-retained
EER88699	.	Zm00001d036770	maize2-retained
OQU76758	.	.	non-syntenic
OQU76760	Zm00001d046625	.	maize1-retained
KXG20452	Zm00001d046624	Zm00001d036765	both-retained
OQU76762	Zm00001d046621	.	maize1-retained
KXG20454	.	.	non-syntenic
KXG20456	.	Zm00001d036764	maize2-retained
KXG20458	.	.	non-syntenic
KXG20457	.	.	non-syntenic
KXG20470	.	.	non-syntenic
KXG20460	Zm00001d046616	.	maize1-retained
EER90094	Zm00001d046613	.	maize1-retained
KXG20461	.	.	non-syntenic
EER88700	Zm00001d046603	Zm00001d036763	both-retained
EER88701	Zm00001d046603	Zm00001d036762	both-retained
KXG20462	Zm00001d046614	.	maize1-retained
EER90097	Zm00001d046603	Zm00001d036762	both-retained
EER90098	Zm00001d046604	.	maize1-retained
EER88702	Zm00001d046602	Zm00001d036761	both-retained
EER88703	Zm00001d046603	Zm00001d036763	both-retained
EER90099	Zm00001d046602	Zm00001d036760	both-retained
EER90100	Zm00001d046601	Zm00001d036759	both-retained
EER90101	Zm00001d046600	Zm00001d036758	both-retained
EER88704	Zm00001d046599	Zm00001d036755	both-retained
EER88705	Zm00001d046596	.	maize1-retained
EER90103	.	Zm00001d036751	maize2-retained
EER90104	.	Zm00001d036750	maize2-retained
KXG20466	Zm00001d046595	Zm00001d036749	both-retained
KXG20467	Zm00001d046593	.	maize1-retained
EER88706	Zm00001d046592	Zm00001d036748	both-retained
EER88715	Zm00001d046583	.	maize1-retained
OQU76770	Zm00001d046591	.	maize1-retained
KXG20469	.	.	non-syntenic
KXG20471	.	.	non-syntenic
EER88713	Zm00001d046590	Zm00001d036742	both-retained
EER88714	Zm00001d046587	.	maize1-retained
EER90107	Zm00001d046586	.	maize1-retained
